date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200513,AK,383,30266,,12,,,,,,338,10,,30649,30649,30649,2,0,0,688,0,688
20200513,AL,10617,125755,,,1317,,477,,284,,449,1317,136372,136372,136372,1,20,30,2847,307,3154
20200513,AR,4164,69051,,59,497,,,12,99,3220,95,497,73215,73215,73215,5,0,12,2771,0,2771
20200513,AS,0,105,,,,,,,,,0,,105,105,105,60,0,0,0,0,0
20200513,AZ,12176,115574,,755,1590,292,,191,,2979,594,1590,127750,127750,127750,4,32,26,4468,440,4908
20200513,CA,71141,994451,,4545,,1314,,,,,2934,,1065592,1065592,1065592,6,87,0,30463,1759,32222
20200513,CO,20157,91093,,688,3695,,,,,3171,1009,3695,111250,111250,111250,8,22,32,2315,278,2593
20200513,CT,34855,108088,,1158,9389,,,,,5413,3125,9389,142943,142943,142943,9,84,0,3997,522,4519
20200513,DC,6584,25074,,423,,,,82,,934,350,,31658,31658,31658,11,14,0,509,99,608
20200513,DE,6952,27801,,282,,467,,263,,2942,247,,34753,34753,34753,10,10,0,1251,211,1462
20200513,FL,42402,552361,1191,,7835,,,,,,1898,7835,595954,594763,594763,12,49,181,14680,479,15159
20200513,GA,35332,238572,,,6259,,1494,,,,1505,6259,273904,273904,273904,13,44,129,11028,697,11725
20200513,GU,152,4110,,,,,,,,124,5,,4262,4262,4262,66,0,0,171,0,171
20200513,HI,635,37730,,,81,,,,,563,17,81,38365,38365,38365,15,0,0,425,1,426
20200513,IA,13289,72430,,388,,133,,101,,5954,306,,85719,85719,85719,19,17,0,4054,377,4431
20200513,ID,2293,30835,,,214,,88,,,1536,69,214,33128,33128,33128,16,-1,4,390,33,423
20200513,IL,84698,404661,,4563,,1208,,714,,,3792,,489359,489359,489359,17,191,0,15991,1677,17668
20200513,IN,25473,128610,,1336,4389,481,990,217,,,1619,4389,154083,154083,154083,18,41,4389,3227,346,3573
20200513,KS,7468,50160,,,704,,238,,108,422,164,704,57628,57628,57628,20,6,44,3167,352,3519
20200513,KY,6853,103781,,379,1825,215,783,,,2546,321,1825,110634,110634,110634,21,10,58,6434,176,6610
20200513,LA,32662,205242,,1194,,,,147,,22608,2381,,237904,237904,237904,22,34,0,9280,612,9892
20200513,MA,80497,329535,,3101,8032,794,,,,,5315,8032,410032,410032,410032,25,174,190,7371,1165,8536
20200513,MD,34812,138762,,1550,6404,572,,,,2456,1809,6404,173574,173574,173574,24,53,117,3320,751,4071
20200513,ME,1515,22092,,41,204,20,,7,,943,66,204,23607,23607,23607,23,1,2,0,38,38
20200513,MI,48391,259869,,1384,,693,,525,,22686,4714,,308260,308260,308260,26,40,0,0,370,370
20200513,MN,12917,109118,,494,1851,199,647,,,8149,638,1851,122035,122035,122035,27,24,52,778,423,1201
20200513,MO,10142,114000,,771,,,,129,,,542,,124142,124142,124142,29,18,0,2710,136,2846
20200513,MP,19,3021,,,,,,,,12,2,,3040,3040,3040,69,0,0,167,0,167
20200513,MS,10090,89958,,604,1616,150,,79,,6268,465,1616,100048,100048,100048,28,8,34,2174,182,2356
20200513,MT,462,23390,,3,63,,,,,430,16,63,23852,23852,23852,30,0,0,816,1,817
20200513,NC,15816,194641,,521,,,,,,9115,597,,210457,210457,210457,37,20,0,7743,470,8213
20200513,ND,1647,47298,,37,127,,,,,969,40,127,48945,48945,48945,38,2,5,1037,76,1113
20200513,NE,8692,41033,,192,,81,,56,,,103,,49725,49725,49725,31,3,0,1662,120,1782
20200513,NH,3239,33977,51,121,319,,97,,,1234,142,319,37267,37216,37216,33,9,1,1576,79,1655
20200513,NJ,141560,299890,,4226,,1226,,928,,15642,9702,,441450,441450,441450,34,194,0,7573,817,8390
20200513,NM,5212,105077,,199,886,,,,,1434,219,886,110289,110289,110289,35,11,0,3425,143,3568
20200513,NV,6394,60278,,522,,121,,64,,198,321,,66672,66672,66672,32,9,0,2514,83,2597
20200513,NY,340661,918246,,6946,73963,2308,,1908,,59193,22013,73963,1258907,1258907,1258907,36,168,820,31618,2176,33794
20200513,OH,25721,200133,,924,4618,353,1248,244,,,1483,4618,225854,225854,225854,39,47,79,7652,471,8123
20200513,OK,4852,104275,,218,848,93,,,,3559,278,848,109127,109127,109127,40,0,20,12896,120,13016
20200513,OR,3416,80571,,162,678,38,,17,,1406,134,678,83987,83987,83987,41,4,5,6251,130,6381
20200513,PA,58698,244171,,2012,,,,473,,,3943,,302869,302869,302869,42,137,0,6182,707,6889
20200513,PR,2329,,,,,10,,6,,,115,,2329,2329,2329,72,1,0,0,30,30
20200513,RI,11835,86087,,269,1328,68,,48,,886,462,1328,97922,97922,97922,44,18,21,2462,221,2683
20200513,SC,7927,85213,,,1338,,,,,6817,355,1338,93140,93140,93140,45,0,0,0,0,0
20200513,SD,3732,22112,,79,281,,,,,2367,39,281,25844,25844,25844,46,0,10,578,69,647
20200513,TN,16370,276547,,,1388,,,,,8624,273,1388,292917,292917,292917,47,8,25,8834,259,9093
20200513,TX,42403,545028,,1676,,,,,,23519,1158,,587431,587431,587431,48,58,0,59200,2534,61734
20200513,UT,6620,150166,,158,553,,182,,81,3406,75,553,156786,156786,156786,49,2,18,3113,188,3301
20200513,VA,26746,134646,485,1526,5080,374,,202,,3554,927,5080,161877,161392,161392,51,36,151,5117,946,6063
20200513,VI,69,1128,62,,,,,,,61,6,,1259,1197,1197,78,0,0,13,0,13
20200513,VT,929,20747,,17,,,,,,789,53,,21676,21676,21676,50,0,0,412,2,414
20200513,WA,17330,238991,,384,,114,,,,,962,,256321,256321,256321,53,17,0,4005,208,4213
20200513,WI,10902,117111,194,527,1908,110,469,,,5673,421,1908,128207,128013,128013,55,3,31,4363,291,4654
20200513,WV,1398,65282,,58,,11,,6,,813,58,,66680,66680,66680,54,1,0,1584,27,1611
20200513,WY,675,14384,,10,67,,,,,477,7,67,15059,15059,15059,56,0,0,0,0,0
20200512,AK,383,29578,,10,,,,,,334,10,,29961,29961,29961,2,0,0,1279,2,1281
20200512,AL,10310,122908,,,1287,,468,,280,,429,1287,133218,133218,133218,1,28,31,3473,301,3774
20200512,AR,4164,66280,,59,485,,,12,98,3220,95,485,70444,70444,70444,5,1,5,1284,130,1414
20200512,AS,0,105,,,,,,,,,0,,105,105,105,60,0,0,0,0,0
20200512,AZ,11736,111106,,765,1564,318,,204,,2909,562,1564,122842,122842,122842,4,20,27,6022,356,6378
20200512,CA,69382,963988,,4544,,1349,,,,,2847,,1033370,1033370,1033370,6,77,0,40030,1443,41473
20200512,CO,19879,88778,,738,3663,,,,,3114,987,3663,108657,108657,108657,8,6,-26,-113,-20,-133
20200512,CT,34333,104091,,1189,9389,,,,,5413,3041,9389,138424,138424,138424,9,33,0,5348,568,5916
20200512,DC,6485,24565,,416,,,,82,,886,336,,31050,31050,31050,11,8,0,693,96,789
20200512,DE,6741,26550,,276,,467,,263,,2802,237,,33291,33291,33291,10,12,0,1187,176,1363
20200512,FL,41923,537681,1064,,7654,,,,,,1849,7654,580668,579604,579604,12,44,196,17606,941,18547
20200512,GA,34635,227544,,,6130,,1443,,,,1461,6130,262179,262179,262179,13,20,115,10183,708,10891
20200512,GU,152,3939,,,,,,,,124,5,,4091,4091,4091,66,0,0,101,1,102
20200512,HI,634,37305,,,81,,,,,561,17,81,37939,37939,37939,15,0,0,254,2,256
20200512,IA,12912,68376,,385,,143,,101,,5618,289,,81288,81288,81288,19,18,0,2957,539,3496
20200512,ID,2260,30445,,,210,,87,,,1508,70,210,32705,32705,32705,16,3,3,533,30,563
20200512,IL,83021,388670,,4626,,1215,,730,,,3601,,471691,471691,471691,17,142,0,25252,4014,29266
20200512,IN,25127,125383,,1283,,472,,212,,,1578,,150510,150510,150510,18,38,0,3322,500,3822
20200512,KS,7116,46993,,,660,,233,,101,376,158,660,54109,54109,54109,20,0,0,0,0,0
20200512,KY,6677,97347,,383,1767,220,768,,,2335,311,1767,104024,104024,104024,21,7,10,16864,237,17101
20200512,LA,32050,195962,,1320,,,,146,,22608,2347,,228012,228012,228012,22,39,0,6947,235,7182
20200512,MA,79332,322164,,3127,7842,818,,,,,5141,7842,401496,401496,401496,25,33,110,5898,870,6768
20200512,MD,34061,135442,,1563,6287,590,,,,2394,1756,6287,169503,169503,169503,24,73,104,4035,688,4723
20200512,ME,1477,22092,,34,202,17,,8,,913,65,202,23569,23569,23569,23,0,2,0,15,15
20200512,MI,48021,259869,,1384,,693,,525,,22686,4674,,307890,307890,307890,26,90,0,8473,469,8942
20200512,MN,12494,108340,,496,1799,199,625,,,,614,1799,120834,120834,120834,27,23,83,4358,695,5053
20200512,MO,10006,111290,,787,,,,140,,,524,,121296,121296,121296,29,36,0,5588,88,5676
20200512,MP,19,2854,,,,,,,,12,2,,2873,2873,2873,69,0,0,178,0,178
20200512,MS,9908,87784,,604,1582,146,,75,,6268,457,1582,97692,97692,97692,28,22,36,1573,234,1807
20200512,MT,461,22574,,4,63,,,,,425,16,63,23035,23035,23035,30,0,1,461,2,463
20200512,NC,15346,186898,,475,,,,,,9115,577,,202244,202244,202244,37,27,0,6078,301,6379
20200512,ND,1571,46261,,38,122,,,,,877,38,122,47832,47832,47832,38,2,7,765,53,818
20200512,NE,8572,39371,,192,,81,,56,,,100,,47943,47943,47943,31,2,0,1447,257,1704
20200512,NH,3160,32401,54,117,318,,97,,,1231,133,318,35615,35561,35561,33,0,0,678,0,678
20200512,NJ,140743,292317,,4328,,1306,,982,,15642,9508,,433060,433060,433060,34,198,0,6329,798,7127
20200512,NM,5069,101652,,207,886,,,,,1300,208,886,106721,106721,106721,35,8,97,4017,206,4223
20200512,NV,6311,57764,,522,,121,,64,,185,312,,64075,64075,64075,32,6,0,3832,159,3991
20200512,NY,338485,886628,,7063,73143,2375,,1964,,58679,21845,73143,1225113,1225113,1225113,36,205,0,19032,1430,20462
20200512,OH,25250,192481,,1032,4539,401,1232,270,,,1436,4539,217731,217731,217731,39,79,126,6728,473,7201
20200512,OK,4732,91379,,190,828,83,,,,3423,278,828,96111,96111,96111,40,4,0,0,119,119
20200512,OR,3286,74320,,165,673,39,,25,,1125,130,673,77606,77606,77606,41,0,0,0,0,0
20200512,PA,57991,237989,,2187,,,,497,,,3806,,295980,295980,295980,42,75,0,6285,837,7122
20200512,PR,2299,,,,,,,,,,114,,2299,2299,2299,72,1,0,0,43,43
20200512,RI,11614,83625,,277,1307,72,,53,,863,444,1307,95239,95239,95239,44,14,27,1743,164,1907
20200512,SC,7927,85213,,,1338,,,,,6817,355,1338,93140,93140,93140,45,24,86,8409,274,8683
20200512,SD,3663,21534,,74,271,,,,,2309,39,271,25197,25197,25197,46,5,8,570,49,619
20200512,TN,16111,267713,,,1363,,,,,8336,265,1363,283824,283824,283824,47,14,19,9980,567,10547
20200512,TX,39869,485828,,1725,,,,,,21713,1100,,525697,525697,525697,48,0,0,0,0,0
20200512,UT,6432,147053,,166,535,,178,,80,3267,73,535,153485,153485,153485,49,5,18,2830,70,2900
20200512,VA,25800,129529,447,1529,4929,364,,201,,3400,891,4929,155776,155329,155329,51,41,152,3982,730,4712
20200512,VI,69,1115,58,,,,,,,61,6,,1242,1184,1184,78,1,0,5,0,5
20200512,VT,927,20335,,18,,,,,,787,53,,21262,21262,21262,50,0,0,390,1,391
20200512,WA,17122,234986,,321,,94,,,,,945,,252108,252108,252108,53,14,0,3002,231,3233
20200512,WI,10611,112748,180,520,1877,116,464,,,5371,418,1877,123539,123359,123359,55,9,31,4715,193,4908
20200512,WV,1371,63698,,50,,9,,5,,803,57,,65069,65069,65069,54,3,0,1595,5,1600
20200512,WY,675,14384,,10,67,,,,,477,7,67,15059,15059,15059,56,0,1,2981,13,2994
20200511,AK,381,28299,,7,,,,,,328,10,,28680,28680,28680,2,0,0,1314,2,1316
20200511,AL,10009,119435,,,1256,,463,,276,,401,1256,129444,129444,129444,1,8,16,1791,232,2023
20200511,AR,4034,64996,,61,480,,,11,98,3149,94,480,69030,69030,69030,5,6,9,3215,287,3502
20200511,AS,0,105,,,,,,,,,0,,105,105,105,60,0,0,22,0,22
20200511,AZ,11380,105084,,717,1537,297,,201,,2852,542,1537,116464,116464,116464,4,6,9,5826,261,6087
20200511,CA,67939,923958,,4549,,1329,,,,,2770,,991897,991897,991897,6,25,0,34974,1259,36233
20200511,CO,19899,88891,,573,3689,,,,,3076,981,3689,108790,108790,108790,8,14,66,7656,524,8180
20200511,CT,33765,98743,,1212,9389,,,,,5413,3008,9389,132508,132508,132508,9,41,0,2105,211,2316
20200511,DC,6389,23872,,416,,,,82,,881,328,,30261,30261,30261,11,5,0,574,117,691
20200511,DE,6565,25363,,275,,,,,,2619,225,,31928,31928,31928,10,1,0,771,118,889
20200511,FL,40982,520075,1080,,7458,,,,,,1805,7458,562137,561057,561057,12,14,54,21723,386,22109
20200511,GA,33927,217361,,,6015,,1414,,,,1441,6015,251288,251288,251288,13,36,18,7255,486,7741
20200511,GU,151,3838,,,,,,,,124,5,,3989,3989,3989,66,0,0,195,0,195
20200511,HI,632,37051,,,81,,,,,561,17,81,37683,37683,37683,15,0,0,412,1,413
20200511,IA,12373,65419,,394,,152,,107,,5249,271,,77792,77792,77792,19,6,0,3204,414,3618
20200511,ID,2230,29912,,,207,,87,,,1473,67,207,32142,32142,32142,16,0,0,0,0,0
20200511,IL,79007,363418,,4319,,1248,,730,,,3459,,442425,442425,442425,17,53,0,11175,1266,12441
20200511,IN,24627,122061,,1346,4389,452,990,213,,,1540,4389,146688,146688,146688,18,32,0,6158,501,6659
20200511,KS,7116,46993,,,660,,233,,101,376,158,660,54109,54109,54109,20,1,3,1436,168,1604
20200511,KY,6440,80483,,394,1757,226,758,,,2308,304,1757,86923,86923,86923,21,0,0,0,0,0
20200511,LA,31815,189015,,1310,,,,157,,22608,2308,,220830,220830,220830,22,22,0,4743,215,4958
20200511,MA,78462,316266,,3102,7732,813,,,,,5108,7732,394728,394728,394728,25,129,115,5670,669,6339
20200511,MD,33373,131407,,1544,6183,585,,,,2298,1683,6183,164780,164780,164780,24,39,228,4063,786,4849
20200511,ME,1462,22092,,37,200,17,,9,,872,65,200,23554,23554,23554,23,1,1,0,26,26
20200511,MI,47552,251396,,1424,,685,,557,,22686,4584,,298948,298948,298948,26,33,0,12856,414,13270
20200511,MN,11799,103982,,452,1716,194,600,,,7536,591,1716,115781,115781,115781,27,13,59,4165,528,4693
20200511,MO,9918,105702,,824,,,,137,,,488,,115620,115620,115620,29,6,0,0,74,74
20200511,MP,19,2676,,,,,,,,12,2,,2695,2695,2695,69,0,0,355,3,358
20200511,MS,9674,86211,,507,1546,132,,68,,6268,435,1546,95885,95885,95885,28,5,15,14110,173,14283
20200511,MT,459,22113,,4,62,,,,,423,16,62,22572,22572,22572,30,0,0,867,1,868
20200511,NC,15045,180820,,464,,,,,,9115,550,,195865,195865,195865,37,3,0,3449,281,3730
20200511,ND,1518,45496,,34,115,,,,,846,36,115,47014,47014,47014,38,1,5,2118,27,2145
20200511,NE,8315,37924,,,,,,,,,98,,46239,46239,46239,31,2,0,589,81,670
20200511,NH,3160,31723,261,113,318,,97,,,1229,133,318,35144,34883,34883,33,2,5,1281,149,1430
20200511,NJ,139945,285988,,4195,,1255,,970,,15642,9310,,425933,425933,425933,34,55,0,112073,1413,113486
20200511,NM,4863,97635,,194,789,,,,,1285,200,789,102498,102498,102498,35,9,0,5360,85,5445
20200511,NV,6152,53932,,482,,117,,60,,183,306,,60084,60084,60084,32,0,0,1221,54,1275
20200511,NY,337055,867596,,7226,73143,2450,,2020,,58363,21640,73143,1204651,1204651,1204651,36,162,428,19993,1660,21653
20200511,OH,24777,185753,,1011,4413,391,1217,256,,,1357,4413,210530,210530,210530,39,16,62,4972,696,5668
20200511,OK,4613,91379,,177,828,93,,,,3241,274,828,95992,95992,95992,40,2,2,0,24,24
20200511,OR,3286,74320,,164,673,40,,23,,1125,130,673,77606,77606,77606,41,3,3,2041,58,2099
20200511,PA,57154,231704,,2176,,,,497,,,3731,,288858,288858,288858,42,24,0,3932,543,4475
20200511,PR,2256,,,,,,,,,,113,,2256,2256,2256,72,2,0,0,58,58
20200511,RI,11450,81882,,276,1280,73,,52,,841,430,1280,93332,93332,93332,44,8,29,1943,176,2119
20200511,SC,7653,76804,,,1252,,,,,4120,331,1252,84457,84457,84457,45,0,0,0,0,0
20200511,SD,3614,20964,,78,263,,,,,2187,34,263,24578,24578,24578,46,0,2,587,97,684
20200511,TN,15544,257733,,,1344,,,,,8038,251,1344,273277,273277,273277,47,8,19,10849,559,11408
20200511,TX,39869,485828,,1525,,,,,,21713,1100,,525697,525697,525697,48,12,0,22921,1000,23921
20200511,UT,6362,144223,,160,517,,169,,76,3181,68,517,150585,150585,150585,49,1,5,3964,111,4075
20200511,VA,25070,125547,432,1504,4777,362,,194,,3273,850,4777,151049,150617,150617,51,11,21,6573,989,7562
20200511,VI,69,1110,36,,,,,,,60,5,,1215,1179,1179,78,1,0,8,0,8
20200511,VT,926,19945,,14,,,,,,785,53,,20871,20871,20871,50,0,0,824,-1,823
20200511,WA,16891,231984,,350,,110,,,,,931,,248875,248875,248875,53,10,0,5669,217,5886
20200511,WI,10418,108033,180,520,1846,116,460,,,5176,409,1846,118631,118451,118451,55,9,26,2870,199,3069
20200511,WV,1366,62103,,49,,10,,6,,775,54,,63469,63469,63469,54,0,0,819,6,825
20200511,WY,662,11403,,12,66,,,,,443,7,66,12065,12065,12065,56,0,1,0,1,1
20200510,AK,379,26985,,8,,,,,,324,10,,27364,27364,27364,2,0,0,914,1,915
20200510,AL,9777,117644,,,1240,,460,,274,,393,1240,127421,127421,127421,1,5,12,1717,210,1927
20200510,AR,3747,61781,,64,471,,,14,96,2968,88,471,65528,65528,65528,5,0,0,0,0,0
20200510,AS,0,83,,,,,,,,,0,,83,83,83,60,0,0,0,0,0
20200510,AZ,11119,99258,,713,1528,300,,195,,2775,536,1528,110377,110377,110377,4,4,14,4408,159,4567
20200510,CA,66680,888984,,4555,,1328,,,,,2745,,955664,955664,955664,6,67,0,40975,2119,43094
20200510,CO,19375,81235,,790,3623,,,,,3023,967,3623,100610,100610,100610,8,7,23,3290,548,3838
20200510,CT,33554,96638,,1242,9389,,,,,5413,2967,9389,130192,130192,130192,9,35,0,6053,570,6623
20200510,DC,6272,23298,,447,,130,,91,,880,323,,29570,29570,29570,11,12,0,1217,170,1387
20200510,DE,6447,24592,,285,,,,,,2537,224,,31039,31039,31039,10,3,0,1573,170,1743
20200510,FL,40596,498352,1265,,7404,,,,,,1791,7404,540213,538948,538948,12,6,79,10622,595,11217
20200510,GA,33441,210106,,,5997,,1412,,,,1405,5997,243547,243547,243547,13,5,10,7314,909,8223
20200510,GU,151,3643,,,,,,,,124,5,,3794,3794,3794,66,0,0,0,0,0
20200510,HI,631,36639,,,81,,,,,551,17,81,37270,37270,37270,15,0,0,1006,2,1008
20200510,IA,11959,62215,,413,,157,,105,,5154,265,,74174,74174,74174,19,13,0,2410,288,2698
20200510,ID,2230,29912,,,207,,87,,,1473,67,207,32142,32142,32142,16,0,1,311,25,336
20200510,IL,77741,352243,,4293,,1232,,709,,,3406,,429984,429984,429984,17,57,0,11997,1656,13653
20200510,IN,24126,115903,,1328,4389,462,990,205,,,1508,4389,140029,140029,140029,18,18,0,3949,394,4343
20200510,KS,6948,45557,,,657,,231,,101,371,157,657,52505,52505,52505,20,0,22,2375,197,2572
20200510,KY,6440,80483,,394,1757,226,758,,,2308,304,1757,86923,86923,86923,21,6,61,324,152,476
20200510,LA,31600,184272,,1324,,,,161,,20316,2286,,215872,215872,215872,22,19,0,3532,183,3715
20200510,MA,77793,310596,,3128,7617,810,,,,,4979,7617,388389,388389,388389,25,139,66,10802,1050,11852
20200510,MD,32587,127344,,1640,5955,611,,,,2293,1644,5955,159931,159931,159931,24,30,23,2850,1053,3903
20200510,ME,1436,22092,,36,199,17,,10,,861,64,199,23528,23528,23528,23,0,1,0,28,28
20200510,MI,47138,238540,,1437,,674,,536,,22686,4551,,285678,285678,285678,26,25,0,11810,382,12192
20200510,MN,11271,99817,,434,1657,199,581,,,6882,578,1657,111088,111088,111088,27,20,45,4344,481,4825
20200510,MO,9844,105702,,824,,,,137,,,482,,115546,115546,115546,29,10,0,6470,178,6648
20200510,MP,16,2321,,,,,,,,12,2,,2337,2337,2337,69,0,0,0,0,0
20200510,MS,9501,72101,,645,1531,141,,78,,4421,430,1531,81602,81602,81602,28,9,19,0,123,123
20200510,MT,458,21246,,4,62,,,,,422,16,62,21704,21704,21704,30,0,0,375,0,375
20200510,NC,14764,177371,,442,,,,,,,547,,192135,192135,192135,37,3,0,5369,404,5773
20200510,ND,1491,43378,,29,110,,,,,792,35,110,44869,44869,44869,38,0,0,909,27,936
20200510,NE,8234,37335,,,,,,,,,96,,45569,45569,45569,31,4,0,2190,403,2593
20200510,NH,3011,30442,512,107,313,,97,,,1228,131,313,33965,33453,33453,33,10,4,1091,64,1155
20200510,NJ,138532,173915,591,4308,,1338,,994,,15642,9255,,313038,312447,312447,34,139,0,5794,1447,7241
20200510,NM,4778,92275,,198,789,,,,,1268,191,789,97053,97053,97053,35,10,0,3686,105,3791
20200510,NV,6098,52711,,444,,116,,65,,182,306,,58809,58809,58809,32,5,0,2628,70,2698
20200510,NY,335395,847603,,7262,72715,2488,,2073,,58006,21478,72715,1182998,1182998,1182998,36,207,460,26957,2273,29230
20200510,OH,24081,180781,,962,4351,381,1205,254,,,1341,4351,204862,204862,204862,39,10,51,7808,384,8192
20200510,OK,4589,91379,,177,826,93,,,,3204,272,826,95968,95968,95968,40,2,4,0,99,99
20200510,OR,3228,72279,,164,670,45,,22,,1125,127,670,75507,75507,75507,41,0,8,819,68,887
20200510,PA,56611,227772,,2230,,,,501,,,3707,,284383,284383,284383,42,19,0,5981,1295,7276
20200510,PR,2198,,,,,,,,,,111,,2198,2198,2198,72,3,0,0,25,25
20200510,RI,11274,79939,,283,1251,70,,52,,809,422,1251,91213,91213,91213,44,4,33,3113,285,3398
20200510,SC,7653,76804,,,1252,,,,,4120,331,1252,84457,84457,84457,45,1,0,3372,122,3494
20200510,SD,3517,20377,,77,261,,,,,2147,34,261,23894,23894,23894,46,0,8,818,124,942
20200510,TN,14985,246884,,,1325,,,,,7528,243,1325,261869,261869,261869,47,1,6,8904,217,9121
20200510,TX,38869,462907,,1626,,,,,,21022,1088,,501776,501776,501776,48,39,0,11473,1009,12482
20200510,UT,6251,140259,,144,512,,168,,76,3033,67,512,146510,146510,146510,49,1,14,3068,148,3216
20200510,VA,24081,118974,506,1555,4756,351,,187,,3201,839,4756,143561,143055,143055,51,12,39,5021,885,5906
20200510,VI,69,1102,39,,,,,,,59,4,,1210,1171,1171,78,0,0,78,1,79
20200510,VT,927,19121,,21,,,,,,777,53,,20048,20048,20048,50,0,0,515,6,521
20200510,WA,16674,226315,,335,,101,,,,,921,,242989,242989,242989,53,16,0,6868,286,7154
20200510,WI,10219,105163,182,514,1820,113,456,,,5014,400,1820,115564,115382,115382,55,2,14,3228,280,3508
20200510,WV,1360,61284,,49,,10,,6,,775,54,,62644,62644,62644,54,1,0,1622,25,1647
20200510,WY,661,11403,,12,65,,,,,443,7,65,12064,12064,12064,56,0,1,0,17,17
20200509,AK,378,26071,,8,,,,,,318,10,,26449,26449,26449,2,0,0,975,1,976
20200509,AL,9567,115927,,,1228,,459,,272,,388,1228,125494,125494,125494,1,13,21,5034,346,5380
20200509,AR,3747,61781,,64,471,,,14,96,2968,88,471,65528,65528,65528,5,0,5,1481,53,1534
20200509,AS,0,83,,,,,,,,,0,,83,83,83,60,0,0,0,0,0
20200509,AZ,10960,94850,,739,1514,296,,186,,2684,532,1514,105810,105810,105810,4,15,32,4251,434,4685
20200509,CA,64561,848009,,4538,,1349,,,,,2678,,912570,912570,912570,6,93,0,35249,2049,37298
20200509,CO,18827,77945,,790,3600,,,,,2974,960,3600,96772,96772,96772,8,-1,43,2210,26,2236
20200509,CT,32984,90585,,1301,9389,,,,,5413,2932,9389,123569,123569,123569,9,58,0,2455,573,3028
20200509,DC,6102,22081,,447,,130,,91,,879,311,,28183,28183,28183,11,7,0,865,203,1068
20200509,DE,6277,23019,,288,,,,,,2450,221,,29296,29296,29296,10,8,0,866,166,1032
20200509,FL,40001,487730,1452,,7325,,,,,,1785,7325,529183,527731,527731,12,47,168,13588,802,14390
20200509,GA,32532,202792,,,5987,,1409,,,,1400,5987,235324,235324,235324,13,23,52,7331,426,7757
20200509,GU,151,3643,,,,,,,,124,5,,3794,3794,3794,66,0,0,17,0,17
20200509,HI,629,35633,,,81,,,,,566,17,81,36262,36262,36262,15,0,7,-356,0,-356
20200509,IA,11671,59805,,402,,161,,106,,5011,252,,71476,71476,71476,19,9,0,1001,214,1215
20200509,ID,2205,29601,,,206,,86,,,1442,67,206,31806,31806,31806,16,0,0,509,27,536
20200509,IL,76085,340246,,4739,,1215,,739,,,3349,,416331,416331,416331,17,108,0,14292,2325,16617
20200509,IN,23732,111954,,1361,4389,458,990,213,,,1490,4389,135686,135686,135686,18,43,0,4972,586,5558
20200509,KS,6751,43182,,,635,,229,,100,350,157,635,49933,49933,49933,20,5,27,1975,250,2225
20200509,KY,6288,80159,,369,1696,210,723,,,2266,298,1696,86447,86447,86447,21,4,12,4887,159,5046
20200509,LA,31417,180740,,1333,,,,165,,20316,2267,,212157,212157,212157,22,40,0,9179,562,9741
20200509,MA,76743,299794,,3229,7551,814,,,,,4840,7551,376537,376537,376537,25,138,117,9104,1410,10514
20200509,MD,31534,124494,,1665,5932,575,,,,2159,1614,5932,156028,156028,156028,24,54,121,2792,1049,3841
20200509,ME,1408,22092,,43,198,22,,10,,857,64,198,23500,23500,23500,23,1,4,0,34,34
20200509,MI,46756,226730,,1531,,683,,539,,22686,4526,,273486,273486,273486,26,133,0,12803,430,13233
20200509,MN,10790,95473,,476,1612,180,556,,,6322,558,1612,106263,106263,106263,27,24,63,4291,702,4993
20200509,MO,9666,99232,,855,,,,144,,,472,,108898,108898,108898,29,23,0,0,177,177
20200509,MP,16,2321,,,,,,,,12,2,,2337,2337,2337,69,0,0,0,1,1
20200509,MS,9378,72101,,607,1512,133,,76,,4421,421,1512,81479,81479,81479,28,12,34,0,288,288
20200509,MT,458,20871,,4,62,,,,,422,16,62,21329,21329,21329,30,0,0,384,0,384
20200509,NC,14360,172002,,513,,,,,,,544,,186362,186362,186362,37,17,0,7257,492,7749
20200509,ND,1464,42469,,34,110,,,,,762,35,110,43933,43933,43933,38,2,6,1393,39,1432
20200509,NE,7831,35145,,,,,,,,,92,,42976,42976,42976,31,2,0,1923,641,2564
20200509,NH,2947,29351,304,112,309,,97,,,1210,121,309,32602,32298,32298,33,7,1,1522,104,1626
20200509,NJ,137085,168121,557,4628,,1416,,1054,,15642,9116,,305763,305206,305206,34,164,0,4816,1631,6447
20200509,NM,4673,88589,,201,789,,,,,1189,181,789,93262,93262,93262,35,9,29,4050,180,4230
20200509,NV,6028,50083,,,,,,,,205,301,,56111,56111,56111,32,8,0,2623,144,2767
20200509,NY,333122,820646,,7776,72255,2664,,2203,,57180,21271,72255,1153768,1153768,1153768,36,226,576,29510,2715,32225
20200509,OH,23697,172973,,929,4300,368,1200,222,,,1331,4300,196670,196670,196670,39,25,82,11673,681,12354
20200509,OK,4490,91379,,177,822,93,,,,3154,270,822,95869,95869,95869,40,4,17,5946,66,6012
20200509,OR,3160,71460,,139,662,34,,19,,1125,127,662,74620,74620,74620,41,3,3,1835,92,1927
20200509,PA,55316,221791,,2285,,,,502,,,3688,,277107,277107,277107,42,72,0,5470,1078,6548
